记录编号,问卷编号,性别,年龄,出生年份,户口类型,教育程度,婚姻状况,家庭人数,个人年收入,劳动收入,当前社会阶层_1到10,十年前社会阶层,十年后预期阶层,14岁家庭阶层,主观社会经济地位_上层到下层,知足感_与人比较,家庭收入满意度,朋友数量比较,运气比较_比别人差,吃亏感_与人比较,幸福感,逛街购物频率,上网频率,社会比较倾向,经济不满意度,地位提升期望,相对剥夺感,抽样权重
1760,1760.0,1.0,62.0,1959.0,1.0,3.0,3.0,1.0,26000.0,26000.0,8.0,8.0,8.0,6.0,4.0,6.0,6.0,2.0,1.0,1.0,0.0,2.0,5.0,20.0,20.0,0.0,26.666666666666668,1.4199672937393188
1765,1765.0,2.0,25.0,1996.0,1.0,3.0,3.0,6.0,8000.0,8000.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,60.0,40.0,11.11111111111111,60.0,1.8318355083465576
1766,1766.0,2.0,77.0,1944.0,1.0,6.0,3.0,4.0,36000.0,36000.0,8.0,10.0,7.0,10.0,2.0,6.0,6.0,1.0,1.0,6.0,0.0,1.0,4.0,60.0,20.0,0.0,46.666666666666664,0.4168847501277923
1768,1768.0,1.0,49.0,1972.0,1.0,4.0,3.0,3.0,35000.0,35000.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,0.0,3.0,1.0,50.0,60.0,11.11111111111111,66.66666666666666,1.5658897161483765
1769,1769.0,1.0,19.0,2002.0,1.0,10.0,1.0,3.0,0.0,0.0,4.0,3.0,6.0,6.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,40.0,40.0,22.22222222222222,46.666666666666664,1.2625495195388794
1770,1770.0,1.0,62.0,1959.0,1.0,6.0,3.0,5.0,20000.0,20000.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,46.666666666666664,0.5347256064414978
1771,1771.0,1.0,63.0,1958.0,1.0,4.0,3.0,1.0,1500.0,1500.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,0.0,5.0,1.0,20.0,20.0,0.0,26.666666666666668,0.997612476348877
1774,1774.0,2.0,61.0,1960.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,0.0,4.0,5.0,70.0,80.0,0.0,53.333333333333336,0.7771101593971252
1779,1779.0,1.0,57.0,1964.0,1.0,12.0,3.0,0.0,100000.0,100000.0,6.0,6.0,4.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,40.0,40.0,0.0,40.0,0.2994949519634247
1780,1780.0,1.0,39.0,1982.0,1.0,9.0,3.0,1.0,70000.0,20000.0,6.0,4.0,8.0,6.0,4.0,5.0,5.0,3.0,3.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,53.333333333333336,1.032855987548828
1785,1785.0,2.0,45.0,1976.0,1.0,4.0,3.0,3.0,5000000.0,5000000.0,2.0,1.0,0.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,0.0,5.0,5.0,60.0,60.0,0.0,80.0,1.2197810411453247
1789,1789.0,1.0,52.0,1969.0,1.0,3.0,3.0,4.0,18000.0,0.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,5.0,30.0,60.0,0.0,40.0,1.1795063018798828
1790,1790.0,2.0,52.0,1969.0,8.0,3.0,3.0,2.0,3000.0,3000.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,5.0,0.0,3.0,2.0,90.0,80.0,0.0,80.0,0.9188011288642884
1792,1792.0,1.0,63.0,1958.0,8.0,1.0,3.0,5.0,10000.0,10000.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,0.0,3.0,1.0,50.0,20.0,0.0,60.0,0.3757474720478058
1796,1796.0,1.0,76.0,1945.0,8.0,3.0,3.0,3.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,60.0,20.0,0.0,100.0,0.648809552192688
1797,1797.0,2.0,33.0,1988.0,1.0,4.0,3.0,1.0,100000.0,100000.0,5.0,6.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,66.66666666666666,2.3772497177124023
1805,1805.0,1.0,45.0,1976.0,1.0,4.0,3.0,2.0,30000.0,30000.0,3.0,3.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,0.0,4.0,1.0,30.0,80.0,0.0,60.0,1.5658897161483765
1807,1807.0,2.0,57.0,1964.0,1.0,4.0,3.0,5.0,6000.0,6000.0,4.0,1.0,0.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,30.0,80.0,0.0,46.666666666666664,0.7228516936302185
1808,1808.0,1.0,24.0,1997.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,6.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,40.0,22.22222222222222,40.0,1.0723310708999634
1823,1823.0,1.0,68.0,1953.0,1.0,3.0,3.0,0.0,14400.0,15600.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,6.0,4.0,4.0,0.0,4.0,5.0,60.0,40.0,11.11111111111111,86.66666666666667,1.0703493356704712
1824,1824.0,1.0,38.0,1983.0,1.0,6.0,3.0,2.0,50000.0,50000.0,2.0,9.0,0.0,5.0,5.0,2.0,1.0,2.0,2.0,5.0,0.0,4.0,1.0,90.0,100.0,0.0,60.0,1.298323154449463
1825,1825.0,1.0,51.0,1970.0,1.0,6.0,3.0,1.0,30000.0,0.0,4.0,6.0,4.0,6.0,5.0,5.0,2.0,2.0,6.0,2.0,0.0,4.0,1.0,30.0,80.0,0.0,60.0,0.9729219675064088
1826,1826.0,2.0,76.0,1945.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0,2.0,5.0,0.0,1.0,5.0,60.0,80.0,0.0,80.0,0.2929410338401794
1829,1829.0,2.0,57.0,1964.0,1.0,6.0,3.0,1.0,6000.0,6000.0,4.0,1.0,8.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,0.0,3.0,2.0,80.0,60.0,44.44444444444444,73.33333333333333,0.3874530792236328
1830,1830.0,1.0,62.0,1959.0,1.0,6.0,3.0,1.0,10000.0,10000.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,0.0,60.0,0.5347256064414978
1832,1832.0,2.0,54.0,1967.0,1.0,3.0,3.0,2.0,90000.0,9000.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,4.0,1.0,20.0,40.0,0.0,40.0,0.9188011288642884
1836,1836.0,1.0,51.0,1970.0,1.0,6.0,3.0,4.0,80000.0,80000.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,0.0,5.0,1.0,30.0,60.0,0.0,46.666666666666664,0.6573784351348877
1841,1841.0,2.0,56.0,1965.0,1.0,1.0,3.0,5.0,1200.0,0.0,6.0,4.0,7.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,4.0,1.0,40.0,20.0,11.11111111111111,60.0,0.2722596228122711
1842,1842.0,2.0,50.0,1971.0,1.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,0.0,5.0,3.0,30.0,20.0,11.11111111111111,53.333333333333336,1.4139338731765747
1844,1844.0,2.0,58.0,1963.0,1.0,4.0,3.0,3.0,5000000.0,5000000.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0,4.0,5.0,40.0,40.0,0.0,53.333333333333336,0.7228516936302185
1845,1845.0,2.0,57.0,1964.0,1.0,3.0,3.0,3.0,8400.0,5000000.0,5.0,4.0,6.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,60.0,60.0,11.11111111111111,46.666666666666664,0.6951900720596313
1846,1846.0,2.0,22.0,1999.0,1.0,13.0,1.0,2.0,0.0,0.0,7.0,6.0,7.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,0.6149798631668091
1848,1848.0,1.0,41.0,1980.0,1.0,5.0,1.0,2.0,5000000.0,5000000.0,5.0,6.0,4.0,7.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,0.0,60.0,1.2770293951034546
1850,1850.0,2.0,63.0,1958.0,1.0,4.0,3.0,1.0,0.0,0.0,6.0,1.0,6.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,0.0,3.0,5.0,50.0,100.0,0.0,80.0,1.1501234769821167
1852,1852.0,1.0,44.0,1977.0,1.0,4.0,3.0,5.0,5000000.0,5000000.0,1.0,7.0,1.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,3.0,1.0,60.0,20.0,0.0,93.33333333333333,2.3824901580810547
1853,1853.0,2.0,46.0,1975.0,1.0,4.0,3.0,3.0,0.0,0.0,5.0,4.0,6.0,0.0,3.0,4.0,4.0,6.0,2.0,2.0,0.0,4.0,1.0,40.0,40.0,11.11111111111111,60.0,1.2197810411453247
1854,1854.0,1.0,79.0,1942.0,1.0,6.0,3.0,4.0,12000.0,12000.0,10.0,9.0,10.0,6.0,3.0,5.0,5.0,5.0,4.0,2.0,0.0,4.0,5.0,30.0,20.0,0.0,73.33333333333333,0.3616035878658294
1860,1860.0,1.0,51.0,1970.0,1.0,4.0,3.0,3.0,36000.0,36000.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,0.0,40.0,1.8151326179504397
1866,1866.0,1.0,64.0,1957.0,1.0,4.0,3.0,2.0,30000.0,30000.0,5.0,5.0,5.0,8.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,5.0,20.0,60.0,0.0,20.0,1.4764670133590698
1872,1872.0,2.0,55.0,1966.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,0.0,5.0,2.0,60.0,80.0,0.0,80.0,0.2722596228122711
1874,1874.0,2.0,83.0,1938.0,1.0,3.0,7.0,0.0,36000.0,0.0,6.0,2.0,7.0,2.0,2.0,6.0,6.0,2.0,5.0,2.0,0.0,2.0,5.0,30.0,20.0,11.11111111111111,60.0,1.0943737030029297
1877,1877.0,1.0,27.0,1994.0,1.0,7.0,3.0,3.0,50000.0,50000.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,22.22222222222222,40.0,1.3106309175491333
1884,1884.0,2.0,25.0,1996.0,1.0,6.0,2.0,1.0,60000.0,60000.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,60.0,60.0,11.11111111111111,33.33333333333333,1.5109987258911133
1889,1889.0,1.0,28.0,1993.0,1.0,13.0,1.0,0.0,100000.0,100000.0,4.0,1.0,6.0,1.0,4.0,5.0,5.0,4.0,2.0,2.0,0.0,3.0,2.0,30.0,20.0,22.22222222222222,53.333333333333336,0.9649217128753662
1891,1891.0,2.0,57.0,1964.0,1.0,6.0,3.0,4.0,0.0,0.0,3.0,2.0,4.0,2.0,5.0,6.0,5.0,3.0,3.0,3.0,0.0,5.0,1.0,40.0,20.0,11.11111111111111,60.0,0.5734306573867798
1893,1893.0,1.0,71.0,1950.0,1.0,6.0,3.0,4.0,60000.0,0.0,4.0,6.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,50.0,60.0,0.0,60.0,0.4978911280632019
1898,1898.0,1.0,45.0,1976.0,1.0,4.0,3.0,2.0,300000.0,300000.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,2.317518472671509
1901,1901.0,1.0,44.0,1977.0,1.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,10.0,5.0,5.0,2.0,2.0,5.0,6.0,5.0,0.0,4.0,1.0,90.0,80.0,100.0,100.0,0.8628570437431335
1904,1904.0,1.0,34.0,1987.0,1.0,10.0,3.0,5.0,150000.0,130000.0,5.0,4.0,7.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,60.0,22.22222222222222,40.0,1.9259430170059204
1905,1905.0,1.0,47.0,1974.0,1.0,10.0,3.0,1.0,150000.0,140000.0,6.0,4.0,7.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,40.0,60.0,11.11111111111111,40.0,1.462555766105652
1906,1906.0,1.0,76.0,1945.0,1.0,4.0,3.0,1.0,49200.0,0.0,5.0,3.0,7.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,46.666666666666664,0.9984480142593384
1907,1907.0,1.0,51.0,1970.0,1.0,4.0,3.0,3.0,30000.0,30000.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,80.0,11.11111111111111,40.0,1.8151326179504397
1911,1911.0,1.0,75.0,1946.0,1.0,1.0,3.0,4.0,8000.0,8000.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0,5.0,50.0,60.0,0.0,60.0,0.2540954351425171
1918,1918.0,2.0,69.0,1952.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,5.0,5.0,2.0,0.0,5.0,5.0,30.0,40.0,0.0,80.0,0.5633572340011597
1921,1921.0,1.0,66.0,1955.0,1.0,4.0,3.0,8.0,24000.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,0.0,1.0,2.0,50.0,40.0,0.0,73.33333333333333,1.1129382848739624
1928,1928.0,2.0,57.0,1964.0,1.0,3.0,3.0,2.0,50000.0,50000.0,5.0,6.0,1.0,6.0,4.0,6.0,1.0,2.0,6.0,6.0,0.0,5.0,5.0,60.0,100.0,0.0,80.0,0.6951900720596313
1930,1930.0,2.0,64.0,1957.0,1.0,3.0,3.0,4.0,3000.0,3000.0,5.0,3.0,5.0,0.0,4.0,5.0,5.0,4.0,6.0,4.0,0.0,5.0,0.0,50.0,20.0,0.0,86.66666666666667,0.7473722100257874
1937,1937.0,1.0,69.0,1952.0,1.0,4.0,4.0,1.0,57600.0,0.0,5.0,4.0,4.0,1.0,3.0,6.0,6.0,6.0,1.0,1.0,0.0,5.0,5.0,20.0,20.0,0.0,46.666666666666664,1.1129382848739624
1939,1939.0,2.0,26.0,1995.0,1.0,13.0,1.0,1.0,50055.0,50000.0,5.0,2.0,7.0,4.0,3.0,5.0,4.0,3.0,6.0,4.0,0.0,4.0,1.0,50.0,40.0,22.22222222222222,80.0,0.7516451478004456
1944,1944.0,1.0,74.0,1947.0,1.0,3.0,7.0,2.0,36000.0,5000000.0,5.0,4.0,0.0,1.0,3.0,6.0,5.0,5.0,2.0,5.0,0.0,3.0,5.0,60.0,20.0,0.0,80.0,0.6036099195480347
1950,1950.0,1.0,19.0,2002.0,1.0,7.0,1.0,2.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,4.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,40.0,40.0,0.0,46.666666666666664,1.5870540142059326
1951,1951.0,2.0,45.0,1976.0,1.0,6.0,3.0,3.0,10000.0,10000.0,6.0,5.0,7.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,0.0,2.0,1.0,60.0,60.0,11.11111111111111,80.0,0.9676405787467957
1957,1957.0,2.0,32.0,1989.0,1.0,4.0,3.0,2.0,100000.0,5000000.0,8.0,3.0,8.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,0.0,2.0,1.0,40.0,40.0,0.0,73.33333333333333,2.3772497177124023
1961,1961.0,2.0,69.0,1952.0,1.0,3.0,3.0,10.0,0.0,0.0,5.0,1.0,8.0,1.0,4.0,2.0,2.0,5.0,5.0,6.0,0.0,5.0,5.0,90.0,80.0,33.33333333333333,100.0,0.5633572340011597
1963,1963.0,2.0,52.0,1969.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,2.0,7.0,1.0,3.0,6.0,5.0,2.0,2.0,2.0,0.0,1.0,3.0,30.0,20.0,22.22222222222222,40.0,0.9188011288642884
1964,1964.0,1.0,65.0,1956.0,1.0,4.0,3.0,5.0,10000.0,5000000.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,0.0,4.0,5.0,20.0,40.0,22.22222222222222,46.666666666666664,1.1129382848739624
1965,1965.0,2.0,63.0,1958.0,1.0,3.0,3.0,3.0,5000000.0,5000000.0,5.0,3.0,8.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,0.0,3.0,1.0,30.0,40.0,33.33333333333333,46.666666666666664,0.7473722100257874
1967,1967.0,1.0,52.0,1969.0,1.0,3.0,3.0,2.0,30000.0,30000.0,5.0,3.0,7.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,40.0,22.22222222222222,40.0,1.1795063018798828
1968,1968.0,1.0,58.0,1963.0,1.0,4.0,3.0,3.0,20000.0,0.0,10.0,6.0,10.0,0.0,0.0,6.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,20.0,80.0,0.0,46.666666666666664,0.9279582500457764
1970,1970.0,2.0,67.0,1954.0,1.0,3.0,3.0,2.0,2000.0,0.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,2.0,0.0,4.0,5.0,30.0,100.0,0.0,53.333333333333336,0.5633572340011597
1971,1971.0,2.0,52.0,1969.0,1.0,4.0,3.0,0.0,0.0,0.0,5.0,7.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,40.0,80.0,0.0,40.0,0.955359935760498
1977,1977.0,1.0,64.0,1957.0,1.0,6.0,3.0,2.0,60000.0,0.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,3.0,40.0,40.0,11.11111111111111,40.0,0.7913957238197327
1980,1980.0,2.0,56.0,1965.0,1.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,4.0,5.0,60.0,20.0,0.0,86.66666666666667,1.0288825035095217
1988,1988.0,2.0,50.0,1971.0,1.0,4.0,3.0,4.0,5000.0,5000.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,0.0,4.0,5.0,40.0,20.0,0.0,53.333333333333336,0.955359935760498
1991,1991.0,2.0,57.0,1964.0,1.0,7.0,3.0,3.0,21600.0,0.0,2.0,5.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,20.0,80.0,0.0,20.0,0.5734306573867798
1992,1992.0,2.0,28.0,1993.0,1.0,9.0,3.0,3.0,30000.0,30000.0,5.0,5.0,8.0,5.0,3.0,5.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,30.0,0.0,33.33333333333333,53.333333333333336,1.7790303230285645
1993,1993.0,2.0,68.0,1953.0,1.0,3.0,3.0,1.0,30000.0,0.0,5.0,3.0,7.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,0.0,2.0,5.0,20.0,20.0,22.22222222222222,20.0,0.8337709903717041
1994,1994.0,1.0,63.0,1958.0,1.0,4.0,3.0,2.0,34400.0,0.0,10.0,8.0,10.0,2.0,3.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,5.0,20.0,20.0,0.0,20.0,1.4764670133590698
1995,1995.0,1.0,63.0,1958.0,1.0,11.0,3.0,4.0,100000.0,0.0,5.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,0.0,5.0,1.0,30.0,60.0,11.11111111111111,46.666666666666664,0.4765247106552124
1998,1998.0,1.0,51.0,1970.0,1.0,4.0,3.0,6.0,15000.0,15000.0,2.0,5.0,0.0,1.0,5.0,2.0,2.0,6.0,6.0,5.0,0.0,2.0,5.0,90.0,80.0,0.0,100.0,1.2264381647109983
2007,2007.0,1.0,22.0,1999.0,1.0,12.0,1.0,4.0,1500.0,0.0,5.0,4.0,7.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,0.0,3.0,1.0,50.0,20.0,22.22222222222222,60.0,0.6456851959228516
2009,2009.0,1.0,50.0,1971.0,1.0,4.0,3.0,1.0,20000.0,20000.0,5.0,5.0,5.0,0.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,40.0,80.0,0.0,33.33333333333333,1.8151326179504397
2012,2012.0,2.0,24.0,1997.0,8.0,5.0,1.0,3.0,40000.0,48000.0,6.0,7.0,7.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,0.0,4.0,1.0,30.0,60.0,11.11111111111111,60.0,0.8353151082992554
2013,2013.0,2.0,50.0,1971.0,8.0,1.0,3.0,2.0,0.0,5000000.0,6.0,6.0,6.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,0.0,4.0,2.0,50.0,80.0,0.0,66.66666666666666,0.359833151102066
2014,2014.0,1.0,83.0,1938.0,1.0,4.0,3.0,1.0,40000.0,5000000.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,5.0,60.0,40.0,0.0,80.0,0.987025797367096
2017,2017.0,1.0,71.0,1950.0,8.0,3.0,3.0,1.0,70000.0,70000.0,4.0,2.0,8.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,0.0,5.0,5.0,20.0,60.0,44.44444444444444,46.666666666666664,0.6036099195480347
2018,2018.0,2.0,29.0,1992.0,1.0,4.0,3.0,5.0,0.0,0.0,6.0,2.0,6.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,30.0,60.0,0.0,20.0,1.904723644256592
2021,2021.0,2.0,67.0,1954.0,8.0,3.0,3.0,1.0,1500.0,1500.0,7.0,8.0,7.0,5.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,5.0,5.0,60.0,100.0,0.0,46.666666666666664,0.5633572340011597
2023,2023.0,2.0,18.0,2003.0,8.0,6.0,1.0,1.0,0.0,0.0,5.0,0.0,9.0,9.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,5.0,1.0,30.0,40.0,44.44444444444444,20.0,0.8353151082992554
2027,2027.0,1.0,76.0,1945.0,8.0,3.0,3.0,1.0,1300.0,1300.0,1.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0,0.0,2.0,5.0,60.0,80.0,0.0,46.666666666666664,0.648809552192688
2030,2030.0,2.0,46.0,1975.0,8.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,0.0,5.0,5.0,90.0,80.0,0.0,93.33333333333333,1.173103094100952
2037,2037.0,2.0,32.0,1989.0,1.0,11.0,3.0,2.0,30000.0,30000.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,30.0,60.0,22.22222222222222,46.666666666666664,0.7672494649887085
2043,2043.0,1.0,35.0,1986.0,1.0,4.0,3.0,3.0,200000.0,200000.0,5.0,3.0,6.0,2.0,3.0,5.0,5.0,2.0,2.0,4.0,0.0,4.0,1.0,50.0,20.0,11.11111111111111,53.333333333333336,2.422216892242432
2045,2045.0,2.0,75.0,1946.0,1.0,3.0,3.0,1.0,0.0,0.0,6.0,5.0,5.0,2.0,3.0,6.0,6.0,4.0,4.0,1.0,0.0,3.0,5.0,20.0,20.0,0.0,60.0,0.5054029226303101
2051,2051.0,2.0,42.0,1979.0,1.0,4.0,4.0,3.0,0.0,0.0,8.0,6.0,9.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,4.0,30.0,20.0,11.11111111111111,60.0,1.2539771795272827
2065,2065.0,2.0,51.0,1970.0,1.0,4.0,3.0,3.0,10000.0,10000.0,5.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,1.0,60.0,20.0,0.0,100.0,0.955359935760498
2066,2066.0,2.0,36.0,1985.0,1.0,7.0,3.0,3.0,30000.0,30000.0,7.0,4.0,8.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,11.11111111111111,40.0,1.011353850364685
2068,2068.0,1.0,67.0,1954.0,1.0,6.0,3.0,1.0,50000.0,50000.0,4.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,0.0,1.0,1.0,80.0,60.0,11.11111111111111,100.0,0.5965415835380554
2075,2075.0,2.0,30.0,1991.0,1.0,11.0,3.0,3.0,70000.0,63000.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,0.0,2.0,1.0,40.0,20.0,11.11111111111111,53.333333333333336,0.7672494649887085
2078,2078.0,1.0,68.0,1953.0,1.0,4.0,3.0,2.0,5000000.0,5000000.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,4.0,3.0,5.0,0.0,5.0,5.0,60.0,20.0,0.0,80.0,0.7519850730895996
2081,2081.0,2.0,56.0,1965.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,5.0,0.0,3.0,5.0,90.0,60.0,0.0,73.33333333333333,0.2722596228122711
2082,2082.0,2.0,63.0,1958.0,1.0,7.0,3.0,3.0,45000.0,45000.0,5.0,7.0,7.0,4.0,4.0,5.0,2.0,5.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,22.22222222222222,60.0,0.6164731383323669
2087,2087.0,2.0,74.0,1947.0,1.0,6.0,3.0,3.0,60000.0,0.0,5.0,5.0,6.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,0.0,5.0,5.0,20.0,20.0,11.11111111111111,40.0,0.3878423273563385
2093,2093.0,2.0,51.0,1970.0,1.0,4.0,7.0,1.0,51600.0,30000.0,5.0,3.0,7.0,5.0,3.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,5.0,20.0,20.0,22.22222222222222,20.0,1.4139338731765747
2096,2096.0,2.0,62.0,1959.0,1.0,4.0,3.0,2.0,20400.0,5000000.0,3.0,1.0,5.0,2.0,4.0,6.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,20.0,20.0,22.22222222222222,53.333333333333336,1.1501234769821167
2097,2097.0,2.0,85.0,1936.0,1.0,2.0,7.0,5.0,46800.0,0.0,2.0,2.0,0.0,6.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,40.0,0.4285938143730163
2098,2098.0,2.0,60.0,1961.0,1.0,6.0,6.0,0.0,5000000.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,0.0,5.0,1.0,80.0,80.0,0.0,66.66666666666666,0.6164731383323669
2099,2099.0,2.0,68.0,1953.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,9.0,2.0,6.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,30.0,20.0,0.0,40.0,0.8669463396072388
